classification_axis	classification_label	classification_source	classification_level	is_inferred	protein_assertion_count
structural_family	COX20 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CRAL/TRIO, N-terminal domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	CRBN family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CREC family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CRELD family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CRK family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CTAG/PCC1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CUB domain-containing protein 1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	CXADR-like membrane protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	CYBC1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CYFIP family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CYSTM1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CYYR1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calbindin Calcium-Binding	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Calcium and Integrin-Binding	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1A subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1B subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1D subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1E subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1F subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1H subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1I subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1S subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium channel flower family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Calcium-binding EGF domain	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Caldesmon/lymphocyte specific protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Calsequestrin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Camello family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cancer-associated antigen RCAS1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Carbamoyl-phosphate synthase small subunit, N-terminal domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Carbamoyl-phosphate synthase, large subunit	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Carbamoyl-phosphate synthase, small subunit	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Carcinoembryonic antigen-related cell adhesion	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Carnosine synthase 1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Carotenoid oxygenase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Carotenoid/retinoid oxidoreductase family, CrtISO subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cathelicidin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cation channel sperm-associated auxiliary subunit TMEM249	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cation channel sperm-associated auxiliary subunit TMEM262	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cation channel sperm-associated auxiliary subunit beta	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cation channel sperm-associated auxiliary subunit zeta	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cation-dependent mannose-6-phosphate receptor	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cell Cycle Progression and Pre-B-cell Leukemia Transcription Factor-Interacting	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cell Division and Developmental Signaling Domain-Containing Protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cell death regulator Aven	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cell growth regulator with RING finger domain protein 1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Cell surface A33 antigen	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Cell-membrane associated Mucin-15	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cellular adhesion and signaling domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Centaurin gamma-like family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Centrosomal protein of 290kDa	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cerebellin Synaptic Organizer	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Ceroid-lipofuscinosis neuronal protein 6	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chaperonin Cpn60/GroEL/TCP-1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chimaerin	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Chloride channel (TC 2.A.49) family, CLCNKA subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel (TC 2.A.49) family, CLCNKB subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel (TC 2.A.49) family, ClC-1/CLCN1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel (TC 2.A.49) family, ClC-2/CLCN2 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel (TC 2.A.49) family, ClC-3/CLCN3 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel (TC 2.A.49) family, ClC-4/CLCN4 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel (TC 2.A.49) family, ClC-5/CLCN5 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel (TC 2.A.49) family, ClC-6/CLCN6 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel (TC 2.A.49) family, ClC-7/CLCN7 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chloride channel MCLC family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Choline/ethanolamine kinase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chondroitin sulphate attachment domain	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Chromogranin/secretogranin protein family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cilia- and flagella-associated protein 95	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Ciliogenesis and planar polarity effector 1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CitM (TC 2.A.11) transporter family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class I glutamine amidotransferase-like	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Class I-like SAM-binding methyltransferase superfamily, MenG/UbiE family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class I-like SAM-binding methyltransferase superfamily, Protein arginine N-methyltransferase family, PRMT8 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class I-like SAM-binding methyltransferase superfamily, UbiG/COQ3 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, Suvar3-9 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, TRX/MLL subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class VI-like SAM-binding methyltransferase superfamily, Isoprenylcysteine carboxyl methyltransferase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class VI-like SAM-binding methyltransferase superfamily, PEMT/PEM2 methyltransferase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class-I aminoacyl-tRNA synthetase family, Glutamate--tRNA ligase type 2 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class-I pyridoxal-phosphate-dependent aminotransferase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Class-II aminoacyl-tRNA synthetase family	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Class-II aminoacyl-tRNA synthetase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Clusterin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CoA-transferase III family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CoaE family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coactivator CBP, KIX domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Coatomer beta subunit (COPB1)	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Coatomer complex subunit	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Coatomer subunit alpha	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Codanin-1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain containing protein 32	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 107	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 126	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 127	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 159/163	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 167	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 171	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 51	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 8	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Coiled-coil domain-containing protein 91	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Collagen triple helix repeat (20 copies)	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Commissureless family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complement & Cell Adhesion Regulators	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Complement System Regulators and Virion Entry Mediators	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Complement and asymmetry regulator	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Complex I 20 kDa subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I 23 kDa subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I 24 kDa subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I 30 kDa subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I 49 kDa subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I 51 kDa subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I 75 kDa subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA1 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA10 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA11 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA12 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA13 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA2 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA3 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA5 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA7 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA8 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFA9 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB1 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB10 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB11 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB2 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB3 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB4 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB5 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB6 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB7 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFB8 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFC1 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFS4 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFS5 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFS6 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I NDUFV3 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I subunit 1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I subunit 2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I subunit 3 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I subunit 4 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I subunit 4L family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I subunit 5 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Complex I subunit 6 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Condensin-2 complex subunit G2	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Constitutive coactivator of PPAR-gamma family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Copper type II ascorbate-dependent monooxygenase family	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	CorA metal ion transporter (MIT) (TC 1.A.35) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cu-Zn superoxide dismutase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cupredoxin	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CutA family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	CybS family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclic nucleotide phosphodiesterase family, PDE2 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclic nucleotide phosphodiesterase family, PDE4 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclic nucleotide-binding domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Cyclic nucleotide-gated cation channel (TC 1.A.1.5) family, CNGA1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclic nucleotide-gated cation channel (TC 1.A.1.5) family, CNGA2 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclic nucleotide-gated cation channel (TC 1.A.1.5) family, CNGA3 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclic nucleotide-gated cation channel (TC 1.A.1.5) family, CNGA4 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclic nucleotide-gated cation channel (TC 1.A.1.5) family, CNGB1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclic nucleotide-gated cation channel (TC 1.A.1.5) family, CNGB3 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclin family, Cyclin Y subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclodeaminase/cyclohydrolase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclophilin-type PPIase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclophilin-type PPIase family, PPIL2 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cyclophilin-type PPIase family, PPIase A subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cystatin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cystatin superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Cysteine-rich motor neuron 1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Cystin-1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cystinosin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytidylyltransferase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome B561-related	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome b family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome b560 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c oxidase VIIc family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c oxidase assembly protein COX14	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c oxidase subunit 2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c oxidase subunit 3 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c oxidase subunit 5A family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c oxidase subunit 5B family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c oxidase subunit 6c family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome c-type heme lyase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytosolic acyl coenzyme A thioester hydrolase	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Cytospin-A family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Cytotoxic T-lymphocyte antigen 4	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	D-glucuronyl C5-epimerase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DACH/dachshund family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DAD/OST2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DAP10 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DCN1-like, PONY binding domain	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	DDB1- and CUL4-associated factor 17	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DDE_Tnp_1-like zinc finger	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DDOST 48 kDa subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DDRGK1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DEAD box helicase family, DDX3/DED1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DELE1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DENN domain, C-terminal lobe	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DENN domain-containing protein 2	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	DEXI family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DIX domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	DNA Repair Helicase ZGRF1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	DNA/RNA non-specific endonuclease family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DNAJC11 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DNAJC25 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DOMON domain-containing protein FRRS1L	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DPM2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DPM3 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	DZIP and RILPL	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Dbl homology (DH) domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Death-like domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Defective-in-cullin neddylation protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Delta-like/Jagged, EGF-like domain	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Deltex family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Dendrin	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Dermcidin	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Dermcidin/Lacritin	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Developmental pluripotency-associated protein 3	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family, SLC1A1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
